,Iteration,Fitness,Time,State,current_restart,max_iters,Restarts
133,1,2409.4942521730754,0.5592433000000003,[19 17 11  6  2  9  1 15 16 12 18  8  5 10  3  0  4 13 14  7 20],6,512,10
134,2,2408.952109420889,0.5595751,[19 17 11  6  2  9  1 15 16 12 18  8  5 10  3 20  4 13 14  7  0],6,512,10
135,4,2408.952109420889,0.5600012000000003,[19 17 11  6  2  9  1 15 16 12 18  8  5 10  3 20  4 13 14  7  0],6,512,10
136,8,2389.6282557348304,0.5609135000000003,[19 17 11  6  2  9  1 12 16 15 18  8  5 10  3 20  4 13 14  7  0],6,512,10
137,16,2081.0514977076655,0.5632401000000002,[19 17 20  6  2  9  1 12 16 15 18  8  5 10  0 13  4 11 14  7  3],6,512,10
138,32,1744.9456290800304,0.5693533,[ 4 17 20  8  2  9  1 16  0  6 18 13  5 12 10 15 19 11 14  7  3],6,512,10
139,64,1573.6237057422852,0.5744615,[ 4 17 20  8  2 13  1 16  0  9 18  6  5 12 15 10 19 11 14  7  3],6,512,10
140,128,1363.954671903709,0.5870938000000003,[20 11  4  8 15 13  1 16  0  2 18  9  5 12  6 10 19 17  3  7 14],6,512,10
141,256,1165.1134705081886,0.6092196000000003,[17 19  8  4 18 13  1 16  0  2 15 12  5  9  6 10 11 20  3  7 14],6,512,10
142,512,1134.989738463377,0.6599089,[17 19  8  4 18 13  1 16  0 15  2 12  5  9  6 10 11 20 14  3  7],6,512,10
143,0,2468.137197036413,0.6622504,[ 6  1 20 19  0  9  5  2  8 14 15 18 13  4 10 12  7 16  3 11 17],7,512,10
144,1,2463.873956847809,0.6644179000000001,[ 6  1 20 15  0  9  5  2  8 14 19 18 13  4 10 12  7 16  3 11 17],7,512,10
145,2,2459.7573363574484,0.6648886000000003,[ 6  1 20 15  0  9  5  2  8 14 19 18  3  4 10 12  7 16 13 11 17],7,512,10
146,4,2438.911539972241,0.6658062,[10  1 20 15  0  9  5  2  8 14 19 18  3  4  6 12  7 16 13 11 17],7,512,10
147,8,2438.911539972241,0.6671709000000003,[10  1 20 15  0  9  5  2  8 14 19 18  3  4  6 12  7 16 13 11 17],7,512,10
148,16,2346.1888249166714,0.6696778000000001,[11 13 20 15  0  9  5  2  8 14 17 18  3  4  6 12  7 16  1 10 19],7,512,10
149,32,1791.5908332029906,0.6725663000000002,[11 16  4 15  0  9  5 18  7 14 17  8  3 20 19 12  2 13  1 10  6],7,512,10
150,64,1371.1543290529899,0.6868413000000002,[11 16  0  5 12 15  2  4 17 14  7  3  8 20 19 18  9 13  1 10  6],7,512,10
151,128,1367.2439517349071,0.6990732,[18 16  0  5 12 15  2  4 17 14  7  3  8 20 19 11  9 13  1 10  6],7,512,10
152,256,1248.714581754178,0.7177378000000001,[18  0 16  5 12 15  2  4 17 14  3  7  8 20 11 19  9  1 13 10  6],7,512,10
153,512,1220.3040984549211,0.7571244000000004,[18  0 16  5 12  2 15  4  8 14  3  7 17 20 11 19  9  1 13 10  6],7,512,10
154,0,2510.400627686083,0.7586065,[ 4  6  5 16  2 14  1 18 11  8  7 10  9 20 19 17 13 12  0 15  3],8,512,10
155,1,2485.11920683333,0.7591144000000001,[ 4  6  5 16 13 14  1 18 11  8  7 10  9 20 19 17  2 12  0 15  3],8,512,10
156,2,2485.11920683333,0.7594294000000001,[ 4  6  5 16 13 14  1 18 11  8  7 10  9 20 19 17  2 12  0 15  3],8,512,10
157,4,2361.036922072371,0.7599142000000003,[ 7  6  5 16 13 14  1 18 11  8  4 10  9 20 19 17  2 12  0 15  3],8,512,10
158,8,2242.6960062782973,0.7621131000000001,[ 7  6  5 16 17 14  1 18 11 10  4  8  9 20 19 13  2 12  0 15  3],8,512,10
159,16,2229.2450495412772,0.7645334000000004,[ 3  6  5 16 17 14  1 18 11 10  4  8  9 20 19 13  2 12  0 15  7],8,512,10
160,32,1893.9921959338808,0.7691378000000002,[ 3  4  5 16 15 14  1 18 11 10  6  8 17 20 19 13  2 12  0  9  7],8,512,10
161,64,1486.0281421105094,0.7744678,[ 3  4  5 16  0 18  2  6 11 10 20 14 17  8 19 13  1 12  9 15  7],8,512,10
162,128,1419.445103283376,0.7871339000000002,[ 3  4  5 12  9 18  2  6 11 10 20 14 17  8 19 13  1 16  0 15  7],8,512,10
163,256,1318.6958831404527,0.8095186000000001,[ 3  7 12  5  9 18 15  6 11 10 20 14 17  8 19 13  1 16  0  2  4],8,512,10
164,512,1238.4642916188263,0.8569470000000003,[ 3  7 12  5  9 16  0  6 10 11 20 14 17  8 19 13  1 18 15  2  4],8,512,10
165,0,2228.059173200386,0.8583782000000002,[16  7  9  5 12  0  2  6 19  4 14 15 13  1 20  3 18 10 17  8 11],9,512,10
166,1,2198.352543295467,0.8593050000000004,[16  4  9  5 12  0  2  6 19  7 14 15 13  1 20  3 18 10 17  8 11],9,512,10
167,2,2198.352543295467,0.8599568999999998,[16  4  9  5 12  0  2  6 19  7 14 15 13  1 20  3 18 10 17  8 11],9,512,10
168,4,2140.5788445098615,0.8604625000000001,[16  4  9  5 12  0  2  6 11  7 14 15 13  1 20  3 18 10 17  8 19],9,512,10
169,8,1887.9004006843077,0.8612931000000006,[16  0  9  5 12  4  2  6  3  7 14 15 13  1 20 11 18 10 17  8 19],9,512,10
170,16,1869.0855615166709,0.8630378000000003,[16  0  9  5 12  4  2 19  3  7 14 15 13  1 20 11 18 10 17  8  6],9,512,10
171,32,1840.6462881406821,0.8674631000000006,[16  0  9  5 12  4  2 19  7  3 14 15 13  1 20 11 18 10 17  8  6],9,512,10
172,64,1709.933949714139,0.8743235999999999,[16  0  2  5 12  4 20 19  7  3 14 15  1 13 10 11 18  9 17  8  6],9,512,10
173,128,1456.3617266448596,0.8887788000000003,[16  0  2  5 12 19 20 17 14  3  7  9  1 13 10 11  8 15  4  6 18],9,512,10
174,256,1251.5846212658826,0.9147881000000004,[16  0  9  5 12  2  8 17 14  3  7 18  1 13 10 11 20  4 19  6 15],9,512,10
175,512,1240.3910619937974,0.9626956999999998,[16  0  9  5 12  2  4 17 14  3  7 18  1 13 10 11 20  8 19  6 15],9,512,10
176,0,2780.4546317471604,0.9651573,[ 0  6  5 18 17 10 16 14  3  9 15  7 19  2 20 12 11 13  1  4  8],10,512,10
177,1,2780.4546317471604,0.9659333000000001,[ 0  6  5 18 17 10 16 14  3  9 15  7 19  2 20 12 11 13  1  4  8],10,512,10
178,2,2780.4546317471604,0.9664492,[ 0  6  5 18 17 10 16 14  3  9 15  7 19  2 20 12 11 13  1  4  8],10,512,10
179,4,2780.4546317471604,0.9676347000000001,[ 0  6  5 18 17 10 16 14  3  9 15  7 19  2 20 12 11 13  1  4  8],10,512,10
180,8,2483.177993512468,0.9702670000000002,[ 0  6 20 18 17 10 16  7  3  9 15 14 19  2  5 12 11 13  1  4  8],10,512,10
181,16,2146.9370464593107,0.9719584000000006,[ 0 10 20 14 17 15 16  7  3  2  6 18 19  9  5 12 11 13  1  4  8],10,512,10
182,32,1772.813853518605,0.9743666000000002,[18 10 20 14 17 15 16  7  3 19  6 11  2  9  5 12  0 13  1  4  8],10,512,10
183,64,1715.9819967713981,0.9805835000000003,[18  6 20 14 17 15  0  7  3 19 10 11  2  9  5 12 16 13  1  8  4],10,512,10
184,128,1463.2549921267553,0.9915994000000006,[ 6 19  8 14 17 15 12  7  3 20 11 10 18  9  5  0 16  1 13  2  4],10,512,10
185,256,1311.3259670190407,1.0112054000000001,[18 19  8 17 14  4 15  7  3 20 11 10  6  2  5 12  9  1 13 16  0],10,512,10
186,512,1167.9406290069785,1.0492833000000004,[ 2 15  4 14 17 19  8  7  3 20 11 10  6 16  5 12  9  1 13 18  0],10,512,10
187,0,2891.850390390902,0.00026420000000015875,[ 0 17 15  1  8  5 11  3 18 16 13  2  9 20  4 12  7 10 14 19  6],0,512,15
188,1,2871.1186853399136,0.0008897000000001043,[ 0 17 15  1  8  5 11  3 18 16 13  2  9  6  4 12  7 10 14 19 20],0,512,15
189,2,2644.163766694067,0.0014710999999998364,[ 0 17 15  1  8  7 11  3 18 16 13  2  9  6  4 12  5 10 14 19 20],0,512,15
190,4,2557.18353690891,0.002315499999999915,[ 0  7  8  1 15 17 11  3 18 16 13  2  9  6  4 12  5 10 14 19 20],0,512,15
191,8,2465.214468551349,0.0037127000000003463,[18  7  8  1 15  6 11  3  0 16 13  2  9 17  4 12  5 10 14 19 20],0,512,15
192,16,2415.8045614291946,0.007403199999999721,[18  7  8  1 15  6 11  3  0 16 13  2  4  5  9 12 17 10 14 19 20],0,512,15
193,32,2191.2441219436805,0.012149400000000199,[18  7  5 12  2  6 17  1  0 16 13 15  4  8  9 10 11 19 14  3 20],0,512,15
194,64,1795.572993296594,0.016668000000000127,[17  7  5 12  2  4 16  8 15 18  6  0 13  1  9 10 11 19 14  3 20],0,512,15
