,Iteration,Fitness,Time,State,pop_size,mutation_prob,max_iters,Population Size,Mutation Rate
90,2,1924.3014530049647,0.11885430000000952,[16 18 20  0 12  1  9  6 10 11 17  4 13 19  8 15  2 14  3  7  5],300,0.1,512,300,0.1
91,4,1816.388638375574,0.2332549000000057,[ 8 20  6  4 14 11 10 13 18 16  9  2  0  5 17  3  7 19 15 12  1],300,0.1,512,300,0.1
92,8,1816.388638375574,0.429918200000003,[ 8 20  6  4 14 11 10 13 18 16  9  2  0  5 17  3  7 19 15 12  1],300,0.1,512,300,0.1
93,16,1599.1844797737203,0.7964970999999963,[ 4  7  3 19  8 16 12 15 14 17 20  6 10 11  0  5  9  2 13  1 18],300,0.1,512,300,0.1
94,32,1422.2365560451524,1.5101402000000093,[20 11  4 19 10  6 15  8  2 16  9  1 13 12  0 18  5  7  3 14 17],300,0.1,512,300,0.1
95,64,1231.7219674926835,2.964123900000004,[20 19  8  4 11 10  6 15  2 16  9  1 13 12  0 18  5  7  3 14 17],300,0.1,512,300,0.1
96,128,1136.7750154836597,5.8222008000000045,[20 19  8  4  6 10 11 15  2 16  9  1 13 18  0 12  5  7  3 14 17],300,0.1,512,300,0.1
97,256,1045.8005686110691,11.449295700000008,[ 8 19  4 20 11 10  6 15  2 16 18 13  1  9  0  5 12  7  3 14 17],300,0.1,512,300,0.1
98,512,1013.0880959986652,23.257163700000007,[ 8  4 19 20 11 10  6 15  0 12  5 16  9  1 13 18  2  7  3 14 17],300,0.1,512,300,0.1
99,0,2891.850390390902,0.02656790000000342,[ 0 17 15  1  8  5 11  3 18 16 13  2  9 20  4 12  7 10 14 19  6],300,0.2,512,300,0.2
100,1,1978.4804794466809,0.06835300000000188,[ 9 12 11  6 13  1  4  3 17  8 19 14 20  5 18 16  0  7 10 15  2],300,0.2,512,300,0.2
101,2,1945.809264901003,0.11342790000000491,[19  6 11 20 12  5  0 13 15  4  8 14 18 17  3  7 10  2 16  9  1],300,0.2,512,300,0.2
102,4,1874.8134382319108,0.2095461000000114,[12  1  9 10 11 13 19  4 20  8  0 18  6 16  5  2 17 14  7  3 15],300,0.2,512,300,0.2
103,8,1713.4847561016206,0.379472700000008,[ 4 14  3 17 20 12 16 15  6  7  8 19 13  1  5  0  9  2 18 10 11],300,0.2,512,300,0.2
104,16,1634.4671722581265,0.7428779999999904,[ 8  3 14 11  6 13  1 18 10 19 20  4 17  9 15  2 12 16  5  0  7],300,0.2,512,300,0.2
105,32,1402.092004249539,1.4633009000000072,[ 3 11 20 10  6  1 13 15 18  2  0  9 16 12  5 17 14  4 19  8  7],300,0.2,512,300,0.2
106,64,1248.602476594615,2.8860278999999878,[16 19  8  3  7  4 20 14 17 11 10  6 18  1 13  9  2 15 12  0  5],300,0.2,512,300,0.2
107,128,1182.0764604441308,5.722317599999997,[16 19  8  3  7  4 20 14 17 11 10  6 18  1 13  9  5 12  2 15  0],300,0.2,512,300,0.2
108,256,1045.0449386521163,11.281796600000007,[12  5 16  0  4 19  8  3  7 14 17 20 11 10  6 18  1 13  9 15  2],300,0.2,512,300,0.2
109,512,932.9519891036086,23.190033099999994,[ 0 16  5 12  2 15  4 19  8  7  3 14 17 20 11 10  6 18 13  1  9],300,0.2,512,300,0.2
110,0,2891.850390390902,0.025081599999992932,[ 0 17 15  1  8  5 11  3 18 16 13  2  9 20  4 12  7 10 14 19  6],300,0.3,512,300,0.3
111,1,1978.4804794466809,0.07045709999999872,[ 9 12 11  6 13  1  4  3 17  8 19 14 20  5 18 16  0  7 10 15  2],300,0.3,512,300,0.3
112,2,1971.833028380149,0.11814400000000091,[ 2  9 16 15 12 13 11  4  8 19 14 20 10 18  6  1  7 17  3  0  5],300,0.3,512,300,0.3
113,4,1604.4652120140643,0.22455379999999536,[ 9 12 11  6 14 17  3  7 20 10  5 15 19  4  8  2  0 16 18 13  1],300,0.3,512,300,0.3
114,8,1604.4652120140643,0.39257449999999494,[ 9 12 11  6 14 17  3  7 20 10  5 15 19  4  8  2  0 16 18 13  1],300,0.3,512,300,0.3
115,16,1604.4652120140643,0.7280552999999941,[ 9 12 11  6 14 17  3  7 20 10  5 15 19  4  8  2  0 16 18 13  1],300,0.3,512,300,0.3
116,32,1418.2749396299114,1.4218739000000085,[18  0 12  5 16  1 13  4 20  3  7 14 10  6 11 17  8 19 15  2  9],300,0.3,512,300,0.3
117,64,1302.0295622105266,2.7993042999999886,[18  4  7  3 14 10  6  8 17 20 11 19 15  5  2 12  0 16  9  1 13],300,0.3,512,300,0.3
118,128,1216.455781760198,5.989968900000008,[18  4  7  3 11 10  6  8 17 14 20 19 15  2 12  5  0 16  9 13  1],300,0.3,512,300,0.3
119,256,1028.5734087084475,11.568063499999994,[18  0 16  5 12 15  2  4  7  3 14 17 19  8 20 11 10  6 13  1  9],300,0.3,512,300,0.3
120,512,971.7134839922008,23.023226899999997,[ 9  0 16  5 12  2 15  4  7  3 14 17  8 19 20 11 10  6 13  1 18],300,0.3,512,300,0.3
121,0,2891.850390390902,0.024912699999987353,[ 0 17 15  1  8  5 11  3 18 16 13  2  9 20  4 12  7 10 14 19  6],300,0.4,512,300,0.4
122,1,2041.8888899572853,0.0667306999999937,[17 19  1  9 11 10  6 15 14  3 20 18 16  0 12  7  4  8  2  5 13],300,0.4,512,300,0.4
123,2,2041.8888899572853,0.1089110000000062,[17 19  1  9 11 10  6 15 14  3 20 18 16  0 12  7  4  8  2  5 13],300,0.4,512,300,0.4
124,4,1852.3476095715255,0.19315230000000838,[ 9  1  5 18 16  4  2 15  6  8 14  3  7 13 20 10 11 19 17  0 12],300,0.4,512,300,0.4
125,8,1747.426588226458,0.37357620000000225,[ 4  7  3 17  8  6  0 15 19  1 13  9  5  2 12 18 10 11 14 20 16],300,0.4,512,300,0.4
126,16,1648.814605864203,0.7174109999999985,[19 10 20  4  7  3 17  8  6 11 14 16 12  9  5 13  1  2 15  0 18],300,0.4,512,300,0.4
127,32,1454.8844431746577,1.399742500000002,[10  6 20  4  7  3 17  8 19 11 14  1 13  9  0 12  5 16 15  2 18],300,0.4,512,300,0.4
128,64,1260.7673861333915,2.7852100000000064,[13  1 12  5 16  4  7  3 14 20 11 17  8 19 10  6  2 15  0  9 18],300,0.4,512,300,0.4
129,128,1064.2854201119344,5.580158399999988,[ 9  1 13  6 10 11 20 14  7  3 17  8 19  4 16 12  5  0  2 15 18],300,0.4,512,300,0.4
130,256,982.7081271759004,11.456458400000002,[ 9  1 13 18  6 10 11 20 14  3  7 17  8 19  4  2 15 12  5 16  0],300,0.4,512,300,0.4
131,512,963.826904864334,22.587968200000006,[ 9  1 13 18  6 10 11 20 14  3  7 17  8 19  4 15  2 12  5 16  0],300,0.4,512,300,0.4
132,0,2891.850390390902,0.033939200000020264,[ 0 17 15  1  8  5 11  3 18 16 13  2  9 20  4 12  7 10 14 19  6],400,0.1,512,400,0.1
133,1,1999.1708885819723,0.09344380000001706,[14 20 19  2  3  8 12 18 13  5 16  1  6 10 11  4  7 17  9 15  0],400,0.1,512,400,0.1
134,2,1917.693856127182,0.15345419999999876,[16 15  4 14 10  7  3  8 19 20  0 12  1  9  6 11 17 18 13  5  2],400,0.1,512,400,0.1
135,4,1873.1723091530328,0.2807143999999937,[10  2 15  9  0 18 13 11  4  1 19 20  6 12  5 16  8  3  7 14 17],400,0.1,512,400,0.1
136,8,1685.3181997572044,0.5205544000000089,[12  4 20 11 13  1  9 16 15  7 14 17  8  5  0  2 18  6 10 19  3],400,0.1,512,400,0.1
137,16,1685.3181997572044,0.9857358000000147,[12  4 20 11 13  1  9 16 15  7 14 17  8  5  0  2 18  6 10 19  3],400,0.1,512,400,0.1
138,32,1538.5173040399677,1.9239043000000038,[ 9  5  0 15  4 19 14  8 17 20  3 11 10  6 18 12 16  2  7 13  1],400,0.1,512,400,0.1
139,64,1406.836644802534,3.8081870000000038,[ 9  5  0 15  4 19  3 14  8 17 20  7 11 10  6 18 12 16  2 13  1],400,0.1,512,400,0.1
140,128,1172.332865243653,7.591012400000011,[ 0  9  5 12 15  4  3  7 14  8 17 20 19 11 10  6 18 13  1 16  2],400,0.1,512,400,0.1
141,256,1034.629666388612,15.2764655,[ 9  5 12  0 16  2 15 18  4 19  8 14  3  7 17 20 11 10  6 13  1],400,0.1,512,400,0.1
142,512,951.5446062147146,31.299958900000007,[ 9  5 12  0 16  2 15  4 19  8  7  3 14 17 20 11 10  6 18 13  1],400,0.1,512,400,0.1
143,0,2891.850390390902,0.033537499999994225,[ 0 17 15  1  8  5 11  3 18 16 13  2  9 20  4 12  7 10 14 19  6],400,0.2,512,400,0.2
144,1,1999.1708885819723,0.08891120000001251,[14 20 19  2  3  8 12 18 13  5 16  1  6 10 11  4  7 17  9 15  0],400,0.2,512,400,0.2
145,2,1863.1670972864001,0.14474279999998885,[16 15  4 14 20  7  3  8 19  2  9  5  0  1  6 11 13 17 10 18 12],400,0.2,512,400,0.2
146,4,1699.200817027107,0.266406499999988,[ 5 16 18 10 20  8  3  7  0 13  1 12 19 11 17 14  4  6 15  9  2],400,0.2,512,400,0.2
147,8,1697.4779897699393,0.4934827000000155,[16 15 17 14 20  7  3  6  1  0  5 12  2 18 19  4  8 11 10  9 13],400,0.2,512,400,0.2
148,16,1582.6176277653092,0.9564073999999891,[16  2  4  3  8  7 14 20 17 11 15  0  9 12 19  6 10 13  1 18  5],400,0.2,512,400,0.2
149,32,1446.790590662258,1.8769214000000147,[ 5 16  2 17  8  4  3  7 14 20 11 10 15  0 12  9 13  1 19  6 18],400,0.2,512,400,0.2
150,64,1213.9049096437125,3.6904250000000047,[15  2  5 12 17  8  4  3  7 14 20 11 10 19  6 18 13  1  9  0 16],400,0.2,512,400,0.2
151,128,1076.00648835657,7.4606397000000015,[ 0  5 12 16  2  4  8 17 14  7  3 20 11 10  6 19 15 18 13  1  9],400,0.2,512,400,0.2
152,256,1057.40410266293,14.869733300000007,[ 5 12  2 15  4  8 17  3  7 14 20 11 10 19  6 18 13  1  9  0 16],400,0.2,512,400,0.2
153,512,996.2264847332881,30.10135009999999,[ 0 16  5 12  2 15  4  8 19 17 14  3  7 20 11 10  6 18 13  1  9],400,0.2,512,400,0.2
154,0,2891.850390390902,0.03220550000003186,[ 0 17 15  1  8  5 11  3 18 16 13  2  9 20  4 12  7 10 14 19  6],400,0.3,512,400,0.3
155,1,1999.1708885819723,0.08674170000000458,[14 20 19  2  3  8 12 18 13  5 16  1  6 10 11  4  7 17  9 15  0],400,0.3,512,400,0.3
156,2,1863.1670972864001,0.14477709999999888,[16 15  4 14 20  7  3  8 19  2  9  5  0  1  6 11 13 17 10 18 12],400,0.3,512,400,0.3
157,4,1863.1670972864001,0.2533393000000501,[16 15  4 14 20  7  3  8 19  2  9  5  0  1  6 11 13 17 10 18 12],400,0.3,512,400,0.3
158,8,1722.945678279644,0.4743171000000075,[15  0 17  3  8 19 11  6  7 14  4 20 10  2 12 16  9 13 18  1  5],400,0.3,512,400,0.3
159,16,1607.3385965842324,0.9519970000000058,[15  0 17  3 14 20  8  7  2  4 10 19 11  6  9 12  5 16 13  1 18],400,0.3,512,400,0.3
160,32,1393.9500979981733,1.8671628000000169,[ 0  9 16 15  4 14 20  7  3  8 19 17 11  6 10  2 12  5 13  1 18],400,0.3,512,400,0.3
161,64,1351.6541617994676,3.669249500000035,[ 0  9 16 10  4 14 17  7  3  8 19 20 11  6  1 13 18  2 12  5 15],400,0.3,512,400,0.3
162,128,1149.664135609589,7.322507500000029,[16  0  9  1 13 18  2  5 12 15  4 14 17  7  3  8 19 20 11 10  6],400,0.3,512,400,0.3
163,256,1068.7559907996788,14.913433600000019,[13  1 18  9 16 12  5  0  2 15  4 14 17  7  3  8 19 20 11 10  6],400,0.3,512,400,0.3
164,512,948.6847077845523,29.858454100000017,[18 13  1  9  0 16 12  5  2 15  4 19  8  7  3 14 17 20 11 10  6],400,0.3,512,400,0.3
165,0,2891.850390390902,0.03503669999997783,[ 0 17 15  1  8  5 11  3 18 16 13  2  9 20  4 12  7 10 14 19  6],400,0.4,512,400,0.4
166,1,1999.1708885819723,0.08888209999997798,[14 20 19  2  3  8 12 18 13  5 16  1  6 10 11  4  7 17  9 15  0],400,0.4,512,400,0.4
167,2,1845.6946893767097,0.14364630000000034,[ 1 15  0  2 11 14 10  6 13  9 12 16 19  7  4  8 20 17  3  5 18],400,0.4,512,400,0.4
168,4,1845.6946893767097,0.26845980000001646,[ 1 15  0  2 11 14 10  6 13  9 12 16 19  7  4  8 20 17  3  5 18],400,0.4,512,400,0.4
169,8,1728.684252146182,0.49516660000000456,[16 15  4 14 20  7  3  8 19  2  9  5 13  0  1 18 11 10  6 17 12],400,0.4,512,400,0.4
170,16,1664.1924229184856,0.9362264000000096,[ 5  0  7  8 19 11 10 13  1 12  9 18 14  3 17 20  4 15  2  6 16],400,0.4,512,400,0.4
171,32,1363.6508649393945,1.8405348000000004,[10 11  6 12  5  0 16 15  4 19  9 13  1 18  2  7  3 14 20  8 17],400,0.4,512,400,0.4
172,64,1268.6567071969077,3.642997600000001,[10 11  6 12  5  2  9 18  1 13  0 16 15  4 20 14  7  3 17  8 19],400,0.4,512,400,0.4
173,128,1124.6927256011345,7.369470499999977,[11 10  6 12  5  2  9 18  1 13  0 16 15  4 19  8  7  3 14 17 20],400,0.4,512,400,0.4
174,256,999.560161527779,14.579189100000008,[20 11 10  6 15  2 12  5  0 16  9  1 13 18  4  7  3 14 17  8 19],400,0.4,512,400,0.4
