,Iteration,Fitness,Time,State,pop_size,keep_pct,max_iters,Population Size,Keep Percent
115,16,20.0,1.3111676999997144,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.6,512,300,0.6
116,32,20.0,1.3111676999997144,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.6,512,300,0.6
117,64,20.0,1.3111676999997144,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.6,512,300,0.6
118,128,20.0,1.3111676999997144,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.6,512,300,0.6
119,256,20.0,1.3111676999997144,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.6,512,300,0.6
120,512,20.0,1.3111676999997144,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.6,512,300,0.6
121,0,11.0,0.0005281000012473669,[0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1],300,0.8,512,300,0.8
122,1,17.0,0.1717793999996502,[0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1.],300,0.8,512,300,0.8
123,2,17.0,0.3105071999998472,[0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1.],300,0.8,512,300,0.8
124,4,17.0,0.6086678000010579,[0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1.],300,0.8,512,300,0.8
125,8,17.0,1.1948761000003287,[0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1.],300,0.8,512,300,0.8
126,16,19.0,2.329582300000766,[1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.8,512,300,0.8
127,32,20.0,2.645356700000775,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.8,512,300,0.8
128,64,20.0,2.645356700000775,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.8,512,300,0.8
129,128,20.0,2.645356700000775,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.8,512,300,0.8
130,256,20.0,2.645356700000775,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.8,512,300,0.8
131,512,20.0,2.645356700000775,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],300,0.8,512,300,0.8
132,0,11.0,0.0006347000016830862,[0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1],400,0.2,512,400,0.2
133,1,18.0,0.14546680000057677,[0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],400,0.2,512,400,0.2
134,2,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
135,4,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
136,8,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
137,16,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
138,32,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
139,64,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
140,128,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
141,256,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
142,512,20.0,0.2839744000011706,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
143,0,11.0,0.0005768999999418156,[0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1],400,0.4,512,400,0.4
144,1,18.0,0.14254889999938314,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
145,2,18.0,0.2792550999984087,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
146,4,20.0,0.41010069999902043,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
147,8,20.0,0.41010069999902043,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
148,16,20.0,0.41010069999902043,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
